second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
311,5:11,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] ของการไฟฟ้าส่วนภูมิภาค นะครับ คาดการณ์ว…
312,5:12,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,
313,5:13,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] นะครับ ก็ ตอนนี้ วาน์ลไทม์ จะไม่เกิน วั…
314,5:14,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] นะครับ ก็ ตอนนี้ วาน์ลไทม์ จะไม่เกิน วั…
315,5:15,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] นะครับ ก็ ตอนนี้ วาน์ลไทม์ จะไม่เกิน วั…
316,5:16,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ท่านอื่นมีพี่วัตพี่แท๊ปมีอะไรไหมครับถ้า…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] ก็ อาจ จะ มีความ ล่าช้า ใน ช่วงนั้นครับ
317,5:17,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ท่านอื่นมีพี่วัตพี่แท๊ปมีอะไรไหมครับถ้า…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] ก็ อาจ จะ มีความ ล่าช้า ใน ช่วงนั้นครับ
318,5:18,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ท่านอื่นมีพี่วัตพี่แท๊ปมีอะไรไหมครับถ้า…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,
319,5:19,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 1] ไม่เป็นไรๆ ก็รอผลงานต่อไป นะ โอเคฮะ เข้…,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ท่านอื่นมีพี่วัตพี่แท๊ปมีอะไรไหมครับถ้า…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,[Speaker 4] ทราบ ค่ะ
320,5:20,[Speaker 1] ไม่เป็นไรๆ ก็ รอดูผลงานต่อไปอีกนิด อ่ะ …,[Speaker 1] ไม่เป็นไรๆ ก็รอผลงานต่อไป นะ โอเคฮะ เข้…,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ท่านอื่นมีพี่วัตพี่แท๊ปมีอะไรไหมครับถ้า…,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,
321,5:21,[Speaker 1] ไม่เป็นไรๆ ก็ รอดูผลงานต่อไปอีกนิด อ่ะ …,[Speaker 1] ไม่เป็นไรๆ ก็รอผลงานต่อไป นะ โอเคฮะ เข้…,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับๆๆขอบคุณครับเป็นวาระถัดไปครับ,[Speaker 3] ซึ่ง ณ ปัจจุบันนะคะ ที่คงเหลืออยู่ นะคะ…,
