second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3.1-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
339,5:39,,,[Speaker 2] ค่ะ แต่ปกติจริงๆเชยๆค่ะ ปกติเฉยๆว่ะ ค่ะ…,,,[Speaker 8] ,
340,5:40,,,[Speaker 2] ค่ะ แต่ปกติจริงๆเชยๆค่ะ ปกติเฉยๆว่ะ ค่ะ…,,,[Speaker 8] ,
341,5:41,,,[Speaker 1] ช่วยอีกแรงในการประสานปิดประชุม,,,[Speaker 8] ,
342,5:42,,,[Speaker 1] ช่วยอีกแรงในการประสานปิดประชุม,,,[Speaker 8] ,
343,5:43,,,[Speaker 1] ช่วยอีกแรงในการประสานปิดประชุม,,,[Speaker 1] เสีย มา ก็ ยิ่ง อยาก ให้ เอา,
344,5:44,,,[Speaker 1] ช่วยอีกแรงในการประสานปิดประชุม,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] เสีย มา ก็ ยิ่ง อยาก ให้ เอา,
345,5:45,,,[Speaker 1] ช่วยอีกแรงในการประสานปิดประชุม,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] เข้า มา เข้า มา,
346,5:46,,,[Speaker 2] ค่ะ โอเค ได้ค่ะ งั้นเดี๋ยวพี่แอดให้พี่ป…,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] เข้า มา เข้า มา,
347,5:47,,,[Speaker 2] ค่ะ โอเค ได้ค่ะ งั้นเดี๋ยวพี่แอดให้พี่ป…,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] เข้า มา เข้า มา,
348,5:48,,,[Speaker 2] ค่ะ โอเค ได้ค่ะ งั้นเดี๋ยวพี่แอดให้พี่ป…,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] ใส่ เข้า ไป ได้,
349,5:49,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,[Speaker 1] เขียน นะ ก็ จะ อย่าง ได้ นะ นะ ครับ เป็…,[Speaker 1] ใส่ เข้า ไป ได้,
350,5:50,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 1] ใส่ เข้า ไป ได้,
351,5:51,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
352,5:52,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
353,5:53,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
354,5:54,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
355,5:55,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
356,5:56,,,[Speaker 1] อันนั้นก็เล่าเฉยๆใช่ไหม ใช่ผมว่าเล่าเหม…,,,[Speaker 8] ,
357,5:57,,,[Speaker 2] ขอบคุณค่ะ ขอบคุณที่ปอมก็เล่า ล่าสุด,,,[Speaker 8] ,
358,5:58,,,[Speaker 2] ขอบคุณค่ะ ขอบคุณที่ปอมก็เล่า ล่าสุด,,,[Speaker 8] ,
359,5:59,,,[Speaker 2] ขอบคุณค่ะ ขอบคุณที่ปอมก็เล่า ล่าสุด,,,[Speaker 8] ,
360,6:00,,,[Speaker 2] ขอบคุณค่ะ ขอบคุณที่ปอมก็เล่า ล่าสุด,,,[Speaker 8] ,
361,6:01,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
362,6:02,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
363,6:03,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
364,6:04,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
365,6:05,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
366,6:06,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
367,6:07,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
368,6:08,,,[Speaker 1] อันนี้เป็นเรื่องเล่าเมื่อกี้เหมือว่าต้ม…,,,[Speaker 8] ,
369,6:09,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
370,6:10,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
371,6:11,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
372,6:12,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
373,6:13,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
374,6:14,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
375,6:15,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
376,6:16,,,[Speaker 2] นี่คือเห็นหาการจัดการประชุมมาก่อนแล้วก็…,,,[Speaker 8] ,
377,6:17,,,[Speaker 1] แล้วก็ถ้า ไม่มีเวลาอะไรแล้วก็ก่อนจะปิดป…,,,[Speaker 8] ,
378,6:18,,,[Speaker 1] แล้วก็ถ้า ไม่มีเวลาอะไรแล้วก็ก่อนจะปิดป…,,,[Speaker 8] ,
379,6:19,,,[Speaker 1] แล้วก็ถ้า ไม่มีเวลาอะไรแล้วก็ก่อนจะปิดป…,,,[Speaker 8] ,
380,6:20,,,[Speaker 1] แล้วก็ถ้า ไม่มีเวลาอะไรแล้วก็ก่อนจะปิดป…,,,[Speaker 8] ,
381,6:21,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
382,6:22,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
383,6:23,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
384,6:24,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
385,6:25,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
386,6:26,,,[Speaker 2] เนื่องจากผมเป็นหัวหน้างานประชุมคราวหน้า…,,,[Speaker 8] ,
387,6:27,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
388,6:28,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
389,6:29,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
390,6:30,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
391,6:31,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
392,6:32,,,[Speaker 1] เวลามัน ขยับไม่ได้,,,[Speaker 8] ,
393,6:33,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
394,6:34,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
395,6:35,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
396,6:36,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
397,6:37,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
398,6:38,,,[Speaker 2] การ การเลื่อนประชุมก็พยายามให้ตรงเวลาสั…,,,[Speaker 8] ,
399,6:39,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
400,6:40,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
401,6:41,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
402,6:42,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
403,6:43,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
404,6:44,,,[Speaker 1] นะ เดี๋ยวมาล้ากระชับ แล้วก็พยายามที่จะต…,,,[Speaker 8] ,
405,6:45,,,[Speaker 2] นำเสนอให้กระชับ แล้วมาล้าก็อะไรที่มันไม…,,,[Speaker 8] ,
406,6:46,[Speaker 2] ค่ะ,[Speaker 3] ได้นะ,[Speaker 2] นำเสนอให้กระชับ แล้วมาล้าก็อะไรที่มันไม…,,,[Speaker 8] ,
407,6:47,[Speaker 2] ค่ะ,[Speaker 3] ได้นะ,[Speaker 2] นำเสนอให้กระชับ แล้วมาล้าก็อะไรที่มันไม…,,[Speaker 1] ได้ มา ก็ เดี๋ยว ก็ ไป ขอ ประธาน นะ ครั…,,
408,6:48,[Speaker 1] โอเค งั้นก็ไปขอประธานนะ ขอประธานเพิ่มวา…,[Speaker 3] ได้นะ,[Speaker 2] นำเสนอให้กระชับ แล้วมาล้าก็อะไรที่มันไม…,,[Speaker 1] ได้ มา ก็ เดี๋ยว ก็ ไป ขอ ประธาน นะ ครั…,,
409,6:49,[Speaker 1] โอเค งั้นก็ไปขอประธานนะ ขอประธานเพิ่มวา…,[Speaker 3] ได้นะ,[Speaker 2] นำเสนอให้กระชับ แล้วมาล้าก็อะไรที่มันไม…,,[Speaker 1] ได้ มา ก็ เดี๋ยว ก็ ไป ขอ ประธาน นะ ครั…,[Speaker 1] ก็ ไป ขอ ประธาน นะ ครับ ของ การ เพิ่ม ว…,
