second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
376,6:16,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] แต่ว่าถ้ามันไม่มีเป้าเลย บนทั้งลูกทั้งแ…,,[Speaker 2] เพราะว่าปีนี้ก็อย่างที่บอกอ่ะ มันเป็นกา…,,
377,6:17,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ ทีนี้เป้ามันก็จะต้องมีความเจ…,,[Speaker 2] เพราะว่าปีนี้ก็อย่างที่บอกอ่ะ มันเป็นกา…,,
378,6:18,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ ทีนี้เป้ามันก็จะต้องมีความเจ…,,[Speaker 2] เพราะว่าปีนี้ก็อย่างที่บอกอ่ะ มันเป็นกา…,,
379,6:19,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ ทีนี้เป้ามันก็จะต้องมีความเจ…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
380,6:20,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ ทีนี้เป้ามันก็จะต้องมีความเจ…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
381,6:21,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ ทีนี้เป้ามันก็จะต้องมีความเจ…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
382,6:22,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
383,6:23,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ผมเน้นตรงนี้ต้องเจาะจงนิดนึงว่า เป้าหมา…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
384,6:24,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ผมเน้นตรงนี้ต้องเจาะจงนิดนึงว่า เป้าหมา…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
385,6:25,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ผมเน้นตรงนี้ต้องเจาะจงนิดนึงว่า เป้าหมา…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
386,6:26,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ผมเน้นตรงนี้ต้องเจาะจงนิดนึงว่า เป้าหมา…,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
387,6:27,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,,,[Speaker 2] ผมไม่ได้คาดหวังว่าบริษัทมันจะต้องแบบว่า…,,
388,6:28,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ เพราะว่าลูกเนี่ยเขาจะมี miss…,,[Speaker 2] นะฮะ ก็จริงๆก็เป็นกำลังใจให้ แต่ก็อยากใ…,,
389,6:29,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ เพราะว่าลูกเนี่ยเขาจะมี miss…,,[Speaker 2] นะฮะ ก็จริงๆก็เป็นกำลังใจให้ แต่ก็อยากใ…,,
390,6:30,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ เพราะว่าลูกเนี่ยเขาจะมี miss…,,[Speaker 2] นะฮะ ก็จริงๆก็เป็นกำลังใจให้ แต่ก็อยากใ…,,
391,6:31,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ เพราะว่าลูกเนี่ยเขาจะมี miss…,,[Speaker 2] นะฮะ ก็จริงๆก็เป็นกำลังใจให้ แต่ก็อยากใ…,,
392,6:32,[Speaker 3] แผน ตัวเลข เพราะฉะนั้นเนี่ย เอ่อ ผมว่า …,[Speaker 3] คือผมเพิ่มเติมแล้วกัน แผนต้องมี ครับ ปร…,[Speaker 1] ใช่ไหมครับ เพราะว่าลูกเนี่ยเขาจะมี miss…,,[Speaker 2] นะฮะ ก็จริงๆก็เป็นกำลังใจให้ แต่ก็อยากใ…,,
